R-HSA-6798695	Neutrophil degranulation	dnase1l1
R-HSA-6798695	Neutrophil degranulation	slc15a4
R-HSA-6798695	Neutrophil degranulation	tcn1
R-HSA-6798695	Neutrophil degranulation	atg7
R-HSA-6798695	Neutrophil degranulation	trpm2
R-HSA-6798695	Neutrophil degranulation	gmfg
R-HSA-6798695	Neutrophil degranulation	a1bg
R-HSA-6798695	Neutrophil degranulation	dynll1
R-HSA-6798695	Neutrophil degranulation	sirpb1
R-HSA-6798695	Neutrophil degranulation	gla
R-HSA-6798695	Neutrophil degranulation	cda
R-HSA-6798695	Neutrophil degranulation	bin2
R-HSA-6798695	Neutrophil degranulation	rap2b
R-HSA-6798695	Neutrophil degranulation	mgst1
R-HSA-6798695	Neutrophil degranulation	rap2c
R-HSA-6798695	Neutrophil degranulation	rab7a
R-HSA-6798695	Neutrophil degranulation	tnfrsf1b
R-HSA-6798695	Neutrophil degranulation	itgav
R-HSA-6798695	Neutrophil degranulation	txndc5
R-HSA-6798695	Neutrophil degranulation	itgax
R-HSA-6798695	Neutrophil degranulation	c3
R-HSA-6798695	Neutrophil degranulation	itgam
R-HSA-6798695	Neutrophil degranulation	itgal
R-HSA-6798695	Neutrophil degranulation	lpcat1
R-HSA-6798695	Neutrophil degranulation	chit1
R-HSA-6798695	Neutrophil degranulation	anpep
R-HSA-6798695	Neutrophil degranulation	ptprj
R-HSA-6798695	Neutrophil degranulation	rap1a
R-HSA-6798695	Neutrophil degranulation	rap1b
R-HSA-6798695	Neutrophil degranulation	rab6a
R-HSA-6798695	Neutrophil degranulation	xrcc5
R-HSA-6798695	Neutrophil degranulation	xrcc6
R-HSA-6798695	Neutrophil degranulation	eef1a1
R-HSA-6798695	Neutrophil degranulation	itgb2
R-HSA-6798695	Neutrophil degranulation	rab5b
R-HSA-6798695	Neutrophil degranulation	rab5c
R-HSA-6798695	Neutrophil degranulation	surf4
R-HSA-6798695	Neutrophil degranulation	tmc6
R-HSA-6798695	Neutrophil degranulation	ndufc2
R-HSA-6798695	Neutrophil degranulation	cfd
R-HSA-6798695	Neutrophil degranulation	slc2a5
R-HSA-6798695	Neutrophil degranulation	slc27a2
R-HSA-6798695	Neutrophil degranulation	slc2a3
R-HSA-6798695	Neutrophil degranulation	qsox1
R-HSA-6798695	Neutrophil degranulation	cpne3
R-HSA-6798695	Neutrophil degranulation	cpne1
R-HSA-6798695	Neutrophil degranulation	cfp
R-HSA-6798695	Neutrophil degranulation	gns
R-HSA-6798695	Neutrophil degranulation	rab4b
R-HSA-6798695	Neutrophil degranulation	azu1
R-HSA-6798695	Neutrophil degranulation	fpr1
R-HSA-6798695	Neutrophil degranulation	fpr2
R-HSA-6798695	Neutrophil degranulation	ptprb
R-HSA-6798695	Neutrophil degranulation	ptprc
R-HSA-6798695	Neutrophil degranulation	tubb4b
R-HSA-6798695	Neutrophil degranulation	lrg1
R-HSA-6798695	Neutrophil degranulation	jup
R-HSA-6798695	Neutrophil degranulation	gpr84
R-HSA-6798695	Neutrophil degranulation	cab39
R-HSA-6798695	Neutrophil degranulation	lair1
R-HSA-6798695	Neutrophil degranulation	lyz
R-HSA-6798695	Neutrophil degranulation	pigr
R-HSA-6798695	Neutrophil degranulation	pygb
R-HSA-6798695	Neutrophil degranulation	ahsg
R-HSA-6798695	Neutrophil degranulation	hexb
R-HSA-6798695	Neutrophil degranulation	rnase3
R-HSA-6798695	Neutrophil degranulation	ampd3
R-HSA-6798695	Neutrophil degranulation	pygl
R-HSA-6798695	Neutrophil degranulation	ap2a2
R-HSA-6798695	Neutrophil degranulation	rnase2
R-HSA-6798695	Neutrophil degranulation	gpi
R-HSA-6798695	Neutrophil degranulation	aldoa
R-HSA-6798695	Neutrophil degranulation	aldoc
R-HSA-6798695	Neutrophil degranulation	stbd1
R-HSA-6798695	Neutrophil degranulation	cxcr2
R-HSA-6798695	Neutrophil degranulation	cxcr1
R-HSA-6798695	Neutrophil degranulation	olr1
R-HSA-6798695	Neutrophil degranulation	hvcn1
R-HSA-6798695	Neutrophil degranulation	creg1
R-HSA-6798695	Neutrophil degranulation	lilra3
R-HSA-6798695	Neutrophil degranulation	atad3b
R-HSA-6798695	Neutrophil degranulation	arg1
R-HSA-6798695	Neutrophil degranulation	clec5a
R-HSA-6798695	Neutrophil degranulation	nras
R-HSA-6798695	Neutrophil degranulation	pkp1
R-HSA-6798695	Neutrophil degranulation	nckap1l
R-HSA-6798695	Neutrophil degranulation	iqgap2
R-HSA-6798695	Neutrophil degranulation	dsc1
R-HSA-6798695	Neutrophil degranulation	ist1
R-HSA-6798695	Neutrophil degranulation	iqgap1
R-HSA-6798695	Neutrophil degranulation	tmem63a
R-HSA-6798695	Neutrophil degranulation	ilf2
R-HSA-6798695	Neutrophil degranulation	grn
R-HSA-6798695	Neutrophil degranulation	scamp1
R-HSA-6798695	Neutrophil degranulation	rab9b
R-HSA-6798695	Neutrophil degranulation	aoc1
R-HSA-6798695	Neutrophil degranulation	cyfip1
R-HSA-6798695	Neutrophil degranulation	crispld2
R-HSA-6798695	Neutrophil degranulation	aga
R-HSA-6798695	Neutrophil degranulation	rnaset2
R-HSA-6798695	Neutrophil degranulation	magt1
R-HSA-6798695	Neutrophil degranulation	acly
R-HSA-6798695	Neutrophil degranulation	gsn
R-HSA-6798695	Neutrophil degranulation	eef2
R-HSA-6798695	Neutrophil degranulation	agl
R-HSA-6798695	Neutrophil degranulation	hp
R-HSA-6798695	Neutrophil degranulation	lcn2
R-HSA-6798695	Neutrophil degranulation	cep290
R-HSA-6798695	Neutrophil degranulation	b4galt1
R-HSA-6798695	Neutrophil degranulation	nit2
R-HSA-6798695	Neutrophil degranulation	vps35l
R-HSA-6798695	Neutrophil degranulation	cyb5r3
R-HSA-6798695	Neutrophil degranulation	ghdc
R-HSA-6798695	Neutrophil degranulation	bri3
R-HSA-6798695	Neutrophil degranulation	degs1
R-HSA-6798695	Neutrophil degranulation	tcirg1
R-HSA-6798695	Neutrophil degranulation	frk
R-HSA-6798695	Neutrophil degranulation	plaur
R-HSA-6798695	Neutrophil degranulation	s100a12
R-HSA-6798695	Neutrophil degranulation	oscar
R-HSA-6798695	Neutrophil degranulation	c5ar1
R-HSA-6798695	Neutrophil degranulation	s100a11
R-HSA-6798695	Neutrophil degranulation	gstp1
R-HSA-6798695	Neutrophil degranulation	tom1
R-HSA-6798695	Neutrophil degranulation	enpp4
R-HSA-6798695	Neutrophil degranulation	acaa1
R-HSA-6798695	Neutrophil degranulation	epx
R-HSA-6798695	Neutrophil degranulation	gyg1
R-HSA-6798695	Neutrophil degranulation	ddx3x
R-HSA-6798695	Neutrophil degranulation	manba
R-HSA-6798695	Neutrophil degranulation	copb1
R-HSA-6798695	Neutrophil degranulation	tmem30a
R-HSA-6798695	Neutrophil degranulation	pdap1
R-HSA-6798695	Neutrophil degranulation	apeh
R-HSA-6798695	Neutrophil degranulation	npc2
R-HSA-6798695	Neutrophil degranulation	dnajc3
R-HSA-6798695	Neutrophil degranulation	dnajc5
R-HSA-6798695	Neutrophil degranulation	fcgr3b
R-HSA-6798695	Neutrophil degranulation	psap
R-HSA-6798695	Neutrophil degranulation	sirpa
R-HSA-6798695	Neutrophil degranulation	arhgap9
R-HSA-6798695	Neutrophil degranulation	hsp90ab1
R-HSA-6798695	Neutrophil degranulation	dsg1
R-HSA-6798695	Neutrophil degranulation	srp14
R-HSA-6798695	Neutrophil degranulation	ftl
R-HSA-6798695	Neutrophil degranulation	fcgr2a
R-HSA-6798695	Neutrophil degranulation	cotl1
R-HSA-6798695	Neutrophil degranulation	hpse
R-HSA-6798695	Neutrophil degranulation	pecam1
R-HSA-6798695	Neutrophil degranulation	gsdmd
R-HSA-6798695	Neutrophil degranulation	pycard
R-HSA-6798695	Neutrophil degranulation	capn1
R-HSA-6798695	Neutrophil degranulation	atp6ap2
R-HSA-6798695	Neutrophil degranulation	ubr4
R-HSA-6798695	Neutrophil degranulation	impdh1
R-HSA-6798695	Neutrophil degranulation	fcar
R-HSA-6798695	Neutrophil degranulation	impdh2
R-HSA-6798695	Neutrophil degranulation	golga7
R-HSA-6798695	Neutrophil degranulation	acpp
R-HSA-6798695	Neutrophil degranulation	calml5
R-HSA-6798695	Neutrophil degranulation	cmtm6
R-HSA-6798695	Neutrophil degranulation	lrmp
R-HSA-6798695	Neutrophil degranulation	dnajc13
R-HSA-6798695	Neutrophil degranulation	cpped1
R-HSA-6798695	Neutrophil degranulation	lgals3
R-HSA-6798695	Neutrophil degranulation	cr1
R-HSA-6798695	Neutrophil degranulation	alad
R-HSA-6798695	Neutrophil degranulation	psen1
R-HSA-6798695	Neutrophil degranulation	hmox2
R-HSA-6798695	Neutrophil degranulation	pgm2
R-HSA-6798695	Neutrophil degranulation	mapk1
R-HSA-6798695	Neutrophil degranulation	pgm1
R-HSA-6798695	Neutrophil degranulation	fuca1
R-HSA-6798695	Neutrophil degranulation	fuca2
R-HSA-6798695	Neutrophil degranulation	fcer1g
R-HSA-6798695	Neutrophil degranulation	cand1
R-HSA-6798695	Neutrophil degranulation	dsp
R-HSA-6798695	Neutrophil degranulation	tmbim1
R-HSA-6798695	Neutrophil degranulation	rab27a
R-HSA-6798695	Neutrophil degranulation	ostf1
R-HSA-6798695	Neutrophil degranulation	arhgap45
R-HSA-6798695	Neutrophil degranulation	galns
R-HSA-6798695	Neutrophil degranulation	pkm
R-HSA-6798695	Neutrophil degranulation	dync1h1
R-HSA-6798695	Neutrophil degranulation	krt1
R-HSA-6798695	Neutrophil degranulation	ckap4
R-HSA-6798695	Neutrophil degranulation	bpi
R-HSA-6798695	Neutrophil degranulation	prcp
R-HSA-6798695	Neutrophil degranulation	ceacam6
R-HSA-6798695	Neutrophil degranulation	pfkl
R-HSA-6798695	Neutrophil degranulation	ceacam3
R-HSA-6798695	Neutrophil degranulation	serpinb1
R-HSA-6798695	Neutrophil degranulation	gm2a
R-HSA-6798695	Neutrophil degranulation	ceacam1
R-HSA-6798695	Neutrophil degranulation	serpinb3
R-HSA-6798695	Neutrophil degranulation	prtn3
R-HSA-6798695	Neutrophil degranulation	snap29
R-HSA-6798695	Neutrophil degranulation	fgl2
R-HSA-6798695	Neutrophil degranulation	serpinb6
R-HSA-6798695	Neutrophil degranulation	dock2
R-HSA-6798695	Neutrophil degranulation	vapa
R-HSA-6798695	Neutrophil degranulation	mnda
R-HSA-6798695	Neutrophil degranulation	ceacam8
R-HSA-6798695	Neutrophil degranulation	snap23
R-HSA-6798695	Neutrophil degranulation	ttr
R-HSA-6798695	Neutrophil degranulation	snap25
R-HSA-6798695	Neutrophil degranulation	ms4a3
R-HSA-6798695	Neutrophil degranulation	cxcl1
R-HSA-6798695	Neutrophil degranulation	s100p
R-HSA-6798695	Neutrophil degranulation	atp6v1d
R-HSA-6798695	Neutrophil degranulation	serpina1
R-HSA-6798695	Neutrophil degranulation	serpina3
R-HSA-6798695	Neutrophil degranulation	adgre5
R-HSA-6798695	Neutrophil degranulation	ptafr
R-HSA-6798695	Neutrophil degranulation	aldh3b1
R-HSA-6798695	Neutrophil degranulation	adgre3
R-HSA-6798695	Neutrophil degranulation	vnn1
R-HSA-6798695	Neutrophil degranulation	sptan1
R-HSA-6798695	Neutrophil degranulation	elane
R-HSA-6798695	Neutrophil degranulation	s100a9
R-HSA-6798695	Neutrophil degranulation	arsa
R-HSA-6798695	Neutrophil degranulation	s100a7
R-HSA-6798695	Neutrophil degranulation	s100a8
R-HSA-6798695	Neutrophil degranulation	hgsnat
R-HSA-6798695	Neutrophil degranulation	prg2
R-HSA-6798695	Neutrophil degranulation	psmc2
R-HSA-6798695	Neutrophil degranulation	prg3
R-HSA-6798695	Neutrophil degranulation	psmc3
R-HSA-6798695	Neutrophil degranulation	armc8
R-HSA-6798695	Neutrophil degranulation	vat1
R-HSA-6798695	Neutrophil degranulation	atp6v0c
R-HSA-6798695	Neutrophil degranulation	naprt
R-HSA-6798695	Neutrophil degranulation	fth1
R-HSA-6798695	Neutrophil degranulation	slpi
R-HSA-6798695	Neutrophil degranulation	csnk2b
R-HSA-6798695	Neutrophil degranulation	glipr1
R-HSA-6798695	Neutrophil degranulation	ptges2
R-HSA-6798695	Neutrophil degranulation	pnp
R-HSA-6798695	Neutrophil degranulation	trappc1
R-HSA-6798695	Neutrophil degranulation	psmb1
R-HSA-6798695	Neutrophil degranulation	crisp3
R-HSA-6798695	Neutrophil degranulation	psmb7
R-HSA-6798695	Neutrophil degranulation	mif
R-HSA-6798695	Neutrophil degranulation	tlr2
R-HSA-6798695	Neutrophil degranulation	mlec
R-HSA-6798695	Neutrophil degranulation	pafah1b2
R-HSA-6798695	Neutrophil degranulation	ctsa
R-HSA-6798695	Neutrophil degranulation	atp6v0a1
R-HSA-6798695	Neutrophil degranulation	psma2
R-HSA-6798695	Neutrophil degranulation	b2m
R-HSA-6798695	Neutrophil degranulation	psma5
R-HSA-6798695	Neutrophil degranulation	dera
